Mean,Variance,Median,Lower Quartile,Upper Quartile,IQR,Skewness,Kurtosis,Peak_to_Avg,Min_Max_Ratio,Power_Range,Coefficient_Var,Label
-30.47862522817144,356.8338329830094,-19.798057473654502,-44.9227282517145,-15.797618578248645,29.125109673465857,-0.6267990563216294,-0.9700524471121512,0.1113810923119,19.622421072052667,63.21832556905941,-0.6197801157031056,0.0
-33.31041071117838,457.5413113465147,-35.030609353681406,-50.833914478880615,-16.864082787548156,33.96983169133246,0.06600319010257963,-1.217815310866006,-0.07444599067520606,-27.71820038076217,71.21615506254156,-0.6421480510534558,0.0
-30.74633318982429,257.63959265178636,-31.13955157053554,-38.11354671692057,-12.482290496067854,25.631256220852713,-0.35647713140299253,-0.7332220054990506,0.2935754258099172,7.074110424550439,54.82715510301858,-0.5220510489391993,0.0
-34.648042152680304,345.504145347295,-32.60926147383914,-45.07385984742207,-19.654714972314448,25.419144875107623,-0.2978383147057161,-0.8106926271739998,0.17559262910216336,11.467718344361598,63.68497887209361,-0.5364730775111526,0.0
-34.09057375165956,493.3655118385594,-29.252715219963747,-48.029393097727954,-18.06935123330383,29.960041864424124,-0.4360653015440127,-0.7377895584443932,-0.0693200808877869,-33.17264664513574,80.75547709780287,-0.6515535015823287,0.0
-28.600362123450196,261.90085904806847,-30.972107796506187,-42.304619228088185,-18.165991445392464,24.13862778269572,0.14302750370233308,-0.7804712312244839,-0.1565910472112441,-12.874662748778508,62.13851869652326,-0.5658442792592515,0.0
-36.98389270390487,503.42304965845534,-39.40263465495117,-57.534720513115246,-14.879892786754986,42.65482772636026,0.01941279362114261,-1.6008801201803027,0.18869305297386033,9.978131144185197,62.65481854878294,-0.6066719670486984,0.0
-30.985098018031884,347.294047466678,-26.468990794113797,-44.28626366867325,-16.48952881454881,27.79673485412444,-0.3490830743271287,-0.7172057529441505,-0.10489754146273585,-20.452138439005335,69.7250404432486,-0.6014448292403463,0.0
-32.50041968308285,348.7141042304531,-38.206938358771104,-48.29000853833453,-20.818943561754764,27.47106497657977,0.43299373820655807,-1.1105522328089175,-0.12113294465538117,-14.169557066049007,59.72059746996811,-0.574573758796675,0.0
-33.97739677626079,456.67633267358906,-29.762890290940874,-48.41837996146922,-20.400854437639953,28.017525523829267,-0.2559120479020958,-0.8645635182392528,-0.022944460026289037,-97.91152842675926,77.11073737930633,-0.6289471458593684,0.0
